id,tituloPincipal,tituloOriginal,anoLancamento,tempoMinutos,genero,notaMedia,numeroVotos,generoArtista,personagem,nomeArtista,anoNascimento,anoFalecimento,profissao,titulosMaisConhecidos
tt2529232,EDSA XXX: Nothing Ever Changes in the Ever-Changing Republic of Ek-Ek-Ek,"EDSA XXX: Ganito kami noon, ganito pa rin kami ngayon",2014,85,"Drama,Fantasy,Musical",4.6,17,actor,\N,Bong Cabrera,\N,\N,actor,"tt2529232,tt3204638,tt0808200,tt2096584"
tt2531052,Amanda Ripley,Amanda Ripley,2015,\N,"Comedy,Drama,Fantasy",7.7,8,actor,Leocadio,Angel Blanco,\N,\N,actor,"tt2531052,tt2478114"
tt2535488,The Old Irish WasherWoman,The Old Irish WasherWoman,2014,81,"Drama,Family,Fantasy",6.6,18,actor,Seamus O'Neill,Gerard McDonald,\N,\N,actor,tt2535488
tt2547172,Larry Gaye: Renegade Male Flight Attendant,Larry Gaye: Renegade Male Flight Attendant,2015,99,"Comedy,Drama,Fantasy",4.5,1469,actor,Publishing Executive,Stanley Tucci,1960,\N,"actor,producer,writer","tt1135503,tt0380510,tt0115678,tt1895587"
tt2551396,Come Back to Me,Come Back to Me,2014,96,"Fantasy,Horror,Mystery",5.8,5174,actor,Johnny,Jon Abrahams,1977,\N,"actor,director,producer","tt0212338,tt0175142,tt5073756,tt0397065"
tt2552498,Jack the Giant Killer,Jack the Giant Killer,2013,87,"Action,Fantasy",2.2,1785,actor,Jack Krutchens,Jamie Atkins,\N,\N,actor,"tt2023690,tt2552498,tt2564006,tt3169736"
tt2553424,The Infinite Man,The Infinite Man,2014,85,"Comedy,Fantasy,Sci-Fi",6.2,1908,actress,Lana,Hannah Marshall,\N,\N,"actress,writer,director","tt0819853,tt1132600,tt8982042,tt1274316"
tt2553428,The Legend of Zelda: The Sage of Darkness,The Legend of Zelda: The Sage of Darkness,2008,137,Fantasy,7.0,42,actress,Zelda,Natalie Feldbusch,\N,\N,actress,tt2553428
tt2557172,The Grave Bandits,The Grave Bandits,2012,100,"Adventure,Comedy,Fantasy",4.6,37,actor,Pirate,Lorenz Abay,\N,\N,actor,tt2557172
tt2557478,Pacific Rim: Uprising,Pacific Rim: Uprising,2018,111,"Action,Adventure,Fantasy",5.6,118381,actress,Amara Namani,Cailee Spaeny,1998,\N,"actress,soundtrack","tt4669788,tt2557478,tt4685762,tt6628394"
tt2563562,The Mark: Redemption,The Mark: Redemption,2013,94,"Action,Fantasy,Sci-Fi",3.5,384,actor,Chad,Craig Sheffer,1960,\N,"actor,producer,director","tt0094006,tt0100260,tt0105265,tt0106912"
tt2565280,Adormidera,Adormidera,2013,94,"Action,Adventure,Fantasy",3.7,553,actress,Adormidera's mother,Larissa Bonaci,\N,\N,"actress,miscellaneous,writer","tt21870508,tt2565280,tt7301978,tt3112206"
tt2565974,Razors: The Return of Jack the Ripper,Razors: The Return of Jack the Ripper,2016,88,"Fantasy,Horror,Mystery",2.3,227,actor,James McGillivray,Ian Weichardt,\N,\N,actor,"tt2123265,tt1667715,tt3288728,tt1734537"
tt2567026,Alice Through the Looking Glass,Alice Through the Looking Glass,2016,113,"Adventure,Family,Fantasy",6.2,110239,actress,Mirana,Anne Hathaway,1982,\N,"actress,soundtrack,producer","tt1345836,tt1707386,tt1084950,tt0758752"
tt2567038,The Frame,The Frame,2014,127,"Crime,Drama,Fantasy",6.6,3685,actor,Noah,Cal Bartlett,1935,\N,"actor,stunts,miscellaneous","tt2567038,tt0110478,tt0106770,tt0118320"
tt2569772,The Girl in the Sun,Hidamari no kanojo,2013,128,"Drama,Fantasy,Romance",6.7,977,actress,Shiota,Tôko Miura,1996,\N,"actress,art_director,soundtrack","tt9426210,tt14039582,tt14190918,tt2569772"
tt2571540,Paper Souls,Les âmes de papier,2013,90,"Comedy,Fantasy",5.7,100,actress,Emma,Julie Gayet,1972,\N,"actress,producer,director","tt0117815,tt4954522,tt1318061,tt2609222"
tt2572014,Blood of the Witch: The Complete Film,Blood of the Witch: The Complete Film,2012,65,"Adventure,Animation,Fantasy",8.4,18,actress,Abby ThelmaThe Witch,Liz Owens,\N,\N,actress,"tt2572014,tt2229057,tt2328597,tt2515222"
tt2572208,The Monkey King Conquers the Demon,Jin hou xiang yao,1985,89,"Adventure,Animation,Fantasy",7.9,127,actor,\N,Zhào Bing,\N,\N,actor,tt2572208
tt2573238,Rocco tiene tu nombre,Rocco tiene tu nombre,2015,94,"Comedy,Drama,Fantasy",7.3,16,actor,Production manager,José María Blanco,1935,\N,"actor,writer,director","tt0122335,tt0076967,tt0096991,tt0063074"
tt2577308,The Hidden Side of the Things,The Hidden Side of the Things,2015,90,"Action,Fantasy,Mystery",8.8,12,actor,Kung Fu Mastress Lia Drake,Luana Di Pasquale,\N,\N,"actor,stunts",tt2577308
tt2579538,Boondocks,Boondocks,2013,63,"Adventure,Fantasy,Thriller",6.1,18,actor,Mark Sutter,Dakota Morrissiey,\N,\N,"actor,producer,miscellaneous","tt2579538,tt2752076,tt3362908,tt4255196"
tt2579836,Ooga Booga,Ooga Booga,2013,87,"Comedy,Fantasy,Horror",3.7,800,actress,Mrs. Allardyce,Karen Black,1939,2013,"actress,soundtrack,writer","tt0071577,tt0251736,tt0065724,tt0073440"
tt2581244,Life After Beth,Life After Beth,2014,89,"Comedy,Fantasy,Horror",5.6,21926,actor,Zach Orfman,Dane DeHaan,1986,\N,actor,"tt1817273,tt1872181,tt1706593,tt1311071"
tt2589152,Los días no vividos,Los días no vividos,2012,120,"Drama,Fantasy",5.4,113,actor,Borracho,Héctor Colomé,1944,2015,actor,"tt0472642,tt0113649,tt0452971,tt0270480"
tt2595494,Erdora: Kapitel 2 Der Schattenkrieger,Erdora: Kapitel 2 Der Schattenkrieger,2015,73,Fantasy,4.5,16,actor,Al'Ardur,Moritz Grabbe,\N,\N,actor,"tt0878709,tt0901005,tt1236394,tt2595494"
tt2596158,The Further Adventures of Anse and Bhule in No-man's Land,The Further Adventures of Anse and Bhule in No-man's Land,2017,105,"Adventure,Drama,Fantasy",6.6,15,actor,Del,Aundre Barnes,\N,\N,actor,"tt1245710,tt1027021,tt2596158,tt0491162"
tt2596914,Deadly High Heels,Con la muerte en los 2 tacones,2009,64,"Comedy,Fantasy,Horror",6.5,20,actor,Donald Dennis Hall (segment \El prologo\),Manu Monteagudo,\N,\N,"actor,camera_department","tt4839304,tt2727496,tt1853699,tt4132184"
tt2597342,La Gravedad del Púgil,La Gravedad del Púgil,2016,164,"Crime,Fantasy,Horror",7.1,13,actor,\N,Luis Alarcón,1929,\N,"actor,special_effects","tt3234226,tt0379108,tt0242198,tt1947646"
tt2602230,Dignity,Dignity,2013,80,"Fantasy,Horror,Sci-Fi",5.1,18,actor,Lamb,David Zellner,1974,\N,"actor,director,writer","tt3263614,tt0167688,tt2137818,tt5881528"
tt2606110,"Hello, My Dolly Girlfriend",Figyua na anata,2013,112,"Drama,Fantasy,Romance",5.2,351,actress,Kokone,Kokone Sasaki,1990,\N,actress,"tt1669604,tt2808986,tt3307226,tt2606110"
tt2606112,The Devil Incarnate,Copiii: The 1st Entry,2013,93,"Drama,Fantasy,Horror",3.5,309,actor,Simon,Walter Colson,\N,\N,actor,"tt6487482,tt8319428,tt3073982,tt6483832"
tt2614400,Casanova Variations,Casanova Variations,2014,118,"Biography,Drama,Fantasy",6.0,237,actor,Giacomo II,Florian Boesch,\N,\N,"actor,soundtrack","tt1414536,tt1704348,tt2614400,tt5566542"
tt2617600,Fat Shaker,Larzanandeye charbi,2013,85,"Drama,Fantasy,Mystery",4.1,228,actor,Officer,Navid Mohammadzadeh,1986,\N,actor,"tt9817070,tt8522820,tt6207878,tt7901798"
tt2624346,Mr. X,Mr. X,1987,120,Fantasy,7.6,9,actor,Police Commisioner,Chandrashekhar Vaidya,1922,2021,"actor,assistant_director,writer","tt0371598,tt1883350,tt0215859,tt0242576"
tt2629936,The Murders of Brandywine Theater,The Murders of Brandywine Theater,2014,71,"Drama,Fantasy,Horror",6.1,68,actor,Mr. O'Doul,Martin Klebba,1969,\N,"actor,stunts,miscellaneous","tt6208148,tt1790809,tt7766378,tt15371926"
tt2637562,Naagmani,Naagmani,1991,136,Fantasy,4.9,25,actress,\N,Aruna Irani,1946,\N,"actress,producer,director","tt0101437,tt0066888,tt1235441,tt0461000"
tt2638850,Mind Your Manners,Akhlagheto Khoub kon,2011,78,"Comedy,Fantasy",3.9,341,actor,Aghil,Javad Razavian,\N,\N,"actor,director,writer","tt11591516,tt21943306,tt10488912,tt15328122"
tt2639664,On My Dead Body,Ala Guththeti,2012,108,"Comedy,Drama,Fantasy",6.1,2571,actress,Sahar,Ghadah Adel,\N,\N,actress,"tt10497826,tt0839811,tt0419482,tt0422708"
tt2640474,The House at the End of Time,La casa del fin de los tiempos,2013,101,"Drama,Fantasy,Horror",6.7,7422,actor,Leopoldo,Rosmel Bustamante,\N,\N,actor,"tt10553836,tt2848978,tt2600008,tt2640474"
tt2641792,Hing Ting Chot,Hing Ting Chot,2010,122,"Comedy,Fantasy,Romance",6.9,14,actor,\N,Samadarshi Dutta,\N,\N,"actor,director,writer","tt6856538,tt19072928,tt15405102,tt2393324"
tt2642912,The Boy Castaways,The Boy Castaways,2013,84,"Fantasy,Musical",5.2,16,actress,Office Worker,Amber Matson,\N,\N,,\N
tt2649680,Evangeline,Evangeline,2013,85,"Fantasy,Horror,Thriller",3.5,586,actor,Mr. K,David James Lewis,1976,\N,"actor,producer,writer","tt0770828,tt14761462,tt4047038,tt8663516"
tt2651352,Ratpocalypse,Higher Mission,2015,88,"Fantasy,Sci-Fi",3.1,242,actor,John,Casper Van Dien,1968,\N,"actor,producer,director","tt0120201,tt0162661,tt0437086,tt0120856"
tt2653728,The Immortal Edward Lumley,The Immortal Edward Lumley,2013,92,"Adventure,Comedy,Fantasy",8.5,8,actor,Helmut,Erik Coe,\N,\N,actor,tt2653728
tt2655734,Bang Bang Baby,Bang Bang Baby,2014,90,"Drama,Fantasy,Musical",5.0,633,actor,George Holliday,Peter Stormare,1953,\N,"actor,writer,producer","tt0355295,tt0360486,tt0116282,tt0120591"
tt2655786,Vandor - Krieg der Gesinningen,Vandor - Krieg der Gesinningen,2013,53,"Adventure,Fantasy",2.4,11,actor,King Arosa,Thomas Goersch,1966,\N,"actor,writer,casting_director","tt15576850,tt7160978,tt1754412,tt13311112"
tt2657302,Bing feng qi xia,Bing feng qi xia,1990,88,"Adventure,Fantasy",6.5,18,actress,\N,Hsiao-Lao Lin,\N,\N,actress,"tt0097618,tt0405479,tt0122164,tt2154743"
tt2659706,Doce Amianto,Doce Amianto,2013,70,"Comedy,Drama,Fantasy",6.0,114,actor,O Rapaz (The Boy),Dario Oliveira,\N,\N,"producer,actor,manager","tt3342988,tt2785314,tt3057802,tt2319100"
tt2659754,Profana,Profana,2011,72,"Drama,Fantasy,Mystery",4.8,8,actor,Profana,Anaterra Freire,\N,\N,actor,tt2659754
tt2664264,Thermae Romae II,Terumae romae II,2014,112,"Comedy,Fantasy,Sci-Fi",6.1,762,actress,Mami,Aya Ueto,1985,\N,"actress,soundtrack","tt0471373,tt0431641,tt0439631,tt0384819"
tt2664456,Oh My Ghosts!,Hor taew tak 2,2009,94,"Comedy,Fantasy,Horror",4.9,148,actress,Trichapa,Apinya Sakuljaroensuk,1990,\N,"actress,director","tt3180582,tt5365036,tt2085894,tt3206074"
tt2668670,Love Thing,Love Thing,2012,91,"Comedy,Fantasy,Musical",7.0,12,actor,Chi-Chi,Joaquin La Habana,\N,\N,actor,"tt2668670,tt0087424,tt0158940,tt0090266"
tt2670440,My Name Is Love,Khao riak phom wa kwam rak,2012,129,"Comedy,Fantasy,Romance",6.5,235,actor,Q,Arak Amornsupasiri,\N,\N,actor,"tt2146256,tt1160315,tt1603807,tt2147346"
tt2670556,I Wish,I Wish,2012,81,Fantasy,8.1,16,actress,Shirley Cavette Dunbar,Rebekah Fuller,\N,\N,"actress,producer,assistant_director","tt2670556,tt6040778,tt3165236,tt1387265"
tt2673330,Little Psycho,Little Psycho,2012,123,"Comedy,Drama,Fantasy",4.6,13,actress,Sexy housekeeper,Mirto Argiriadou,\N,\N,actress,tt2673330
tt2677894,Discopathe,Discopathe,2013,81,"Crime,Fantasy,Horror",4.9,714,actress,Francine Léveillée,Sandrine Bisson,1975,\N,actress,"tt2833074,tt1783319,tt1286159,tt8264546"
tt2678764,Son of the Jungle,Jungle Ka Beta,1992,\N,"Action,Fantasy",6.8,8,actor,Balbir,Gajendra Chauhan,1956,\N,actor,"tt0337578,tt0310254,tt0269758,tt0158417"
tt2709656,Faeryville,Faeryville,2014,95,"Action,Drama,Fantasy",5.9,70,actress,Belle,Tanya Graham,\N,\N,actress,tt2709656
tt2712868,Luciferin viimeinen elämä,Luciferin viimeinen elämä,2013,117,"Drama,Fantasy",4.2,21,actor,Pasha,Hannu-Pekka Björkman,1969,\N,"actor,director,editor","tt0442973,tt13751958,tt4173170,tt1525916"
tt2712946,Noshta na Mechtite,Noshta na Mechtite,2013,74,"Fantasy,Mystery",6.2,8,actor,Bakery Guy,Yavor Baharov,1985,\N,actor,"tt2537176,tt1043726,tt1650527,tt1680019"
tt2720966,The Theory of Love,The Theory of Love,2013,78,"Comedy,Fantasy,Romance",7.6,9,actor,Le théoricienTheorician,Jean Peyrelade,\N,\N,actor,"tt4897246,tt2720966,tt2311532,tt1606610"
tt2721152,P-51 Dragon Fighter,P-51 Dragon Fighter,2014,85,"Action,Fantasy,Sci-Fi",2.8,667,actor,Lt. John Robbins,Scott Martin,1975,\N,"miscellaneous,producer,actor","tt7730102,tt4714896,tt2103997,tt3113696"
tt2726430,Shades of Darkness,Shades of Darkness,2015,96,"Fantasy,Thriller",7.8,11,actor,Man on Street,John Lake,\N,\N,actor,tt2726430
tt2727732,The Rumperbutts,The Rumperbutts,2015,91,"Comedy,Fantasy,Music",6.0,82,actress,Ashlee,Vanessa Ray,1981,\N,"actress,soundtrack","tt1578873,tt2347569,tt0048845,tt0914387"
tt2732072,Cafe Journal,Cafe Journal,2014,113,"Drama,Fantasy,Mystery",6.1,14,actress,Maxine Celestine,Iulia Grigoriu,\N,\N,actress,tt2732072
tt2734510,All I Need,All I Need,2013,162,"Drama,Fantasy,Thriller",7.3,8,actress,Natalie,Robyn Laliberte,\N,\N,"producer,actress,script_department","tt13587012,tt14430834,tt4721602,tt2734510"
tt2734800,Purgatorio,Purgatorio,2012,100,"Adventure,Drama,Fantasy",7.9,20,actor,DanDante,Jason Nicola,1983,\N,"actor,producer,director","tt3102146,tt4295624,tt2734800,tt2734682"
tt2735328,Tarzan Sundari,Tarzan Sundari,1983,123,"Action,Adventure,Fantasy",7.0,23,actress,\N,Baby Sheetal,\N,\N,actress,"tt0149609,tt2735328,tt0346733,tt0091328"
tt2735524,Isabel,Isabel,2013,90,"Drama,Fantasy,Horror",3.8,29,actress,Vora,Renáta Klemensová,1972,\N,actress,"tt17067456,tt2735524,tt4460254,tt5736238"
tt2738836,The Lobito,The Lobito,2013,68,"Biography,Comedy,Fantasy",4.6,20,actor,Antonio Dyaz,Antonio Dyaz,1968,\N,"producer,writer,director","tt0435370,tt0336946,tt6342800,tt2738836"
tt2739884,Love in Vegas,Lyubov v bolshom gorode 3,2014,78,"Comedy,Fantasy",5.0,780,actress,\N,Tatyana Bestuzheva,\N,\N,actress,"tt1496014,tt2739884,tt4228830,tt1296324"
tt2746284,The Sleeping Tree,Alshajarh alnaemah,2014,87,"Drama,Family,Fantasy",8.0,60,actress,Firdous,Mariam Ziman,\N,\N,actress,"tt0879222,tt2746284,tt1831700,tt0390072"
tt2749334,A Ilha dos Cães,A Ilha dos Cães,2017,77,"Adventure,Drama,Fantasy",5.8,74,actor,Pera D'Aço,Ângelo Torres,1969,\N,"actor,director,writer","tt1242751,tt0296099,tt2084827,tt9046038"
tt2756032,The One I Love,The One I Love,2014,91,"Comedy,Drama,Fantasy",7.0,40451,actor,Ethan,Mark Duplass,1976,\N,"actor,producer,writer","tt1862079,tt2428170,tt2756032,tt1742336"
tt2757592,A Talking Pony!?!,A Talking Pony!?!,2013,88,"Comedy,Family,Fantasy",2.6,189,actress,Kim,Kristine DeBell,1954,\N,"actress,soundtrack","tt0079540,tt0077714,tt0084756,tt0074113"
tt2762490,When Winter Screams,Seol-in,2013,91,"Drama,Fantasy,Thriller",6.2,12,actor,Yeon-soo,Kim Tae-hoon,1975,\N,actor,"tt3914520,tt6088370,tt3541262,tt1527788"
tt2762768,Joomoonjin,Joomoonjin,2010,96,Fantasy,5.5,11,actress,Ji-Na,Hwang Bo-ra,\N,\N,actress,"tt5644726,tt8523042,tt0984055,tt1243930"
tt2767352,Horror Shorts Volume 1,Horror Shorts Volume 1,2013,104,"Adventure,Fantasy,Horror",7.3,19,actor,Actor,Taurean Cavins-Flores,\N,\N,"actor,camera_department,director","tt2767352,tt3908678,tt8184302,tt11639966"
tt2771200,Beauty and the Beast,Beauty and the Beast,2017,129,"Adventure,Family,Fantasy",7.1,310059,actor,Beast,Dan Stevens,1982,\N,"actor,producer,soundtrack","tt2980592,tt1606375,tt2771200"
tt2771398,The Ghost Tales,Bian yang ji,2012,103,"Drama,Fantasy,Thriller",2.0,100,actor,Chuang,River Huang,1989,\N,actor,"tt2957962,tt13406222,tt5078188,tt1226282"
tt2771800,Rigor Mortis,Geung see,2013,103,"Action,Fantasy,Horror",6.3,6114,actor,Yau,Anthony Chan,1952,\N,"actor,producer,director","tt0096989,tt0086950,tt0104718,tt0100959"
tt2772780,FANomenon,FANomenon,2013,51,"Adventure,Documentary,Fantasy",7.6,26,actor,Narrator,Lynne Carter,\N,\N,"production_manager,producer,miscellaneous","tt0482578,tt1458828,tt2772780,tt4056320"
tt2773034,I rec u,I rec u,2012,116,"Comedy,Fantasy,Horror",7.0,103,actress,\N,Cay Izumi,1986,\N,"actress,miscellaneous","tt1590796,tt1381512,tt1183732,tt1669604"
tt2775766,J'espère que tu vas bien 2,J'espère que tu vas bien 2,2013,90,Fantasy,7.4,16,actor,Hugo,Hugo St-Cyr,1978,2015,actor,"tt0485766,tt1283967,tt0318171,tt0374783"
tt2777190,'Til Morning,'Til Morning,2013,57,"Drama,Family,Fantasy",7.2,20,actor,Mr. Smee,Adam Wylie,1984,\N,"actor,miscellaneous,soundtrack","tt0160429,tt0099253,tt0128801,tt0103512"
tt2781920,Paragon School for Girls,Paragon School for Girls,2013,56,"Comedy,Fantasy,Mystery",6.2,51,actor,Ivy,Ron Morehouse,1980,\N,"actor,producer,writer","tt1489428,tt6089804,tt3955652,tt0364845"
tt2784134,Battle for Skyark,Battle for Skyark,2017,88,"Action,Adventure,Fantasy",2.7,1970,actor,Rags,Caon Mortenson,1996,\N,actor,"tt2784134,tt2279143,tt0368479,tt2148823"
tt2784936,Backtrack,Backtrack,2015,90,"Drama,Fantasy,Horror",5.9,12721,actress,Carol Bower,Jenni Baird,1976,\N,actress,"tt1122836,tt0389564,tt2258904,tt0163924"
tt2785162,Ghost Bride,Ghost Bride,2013,83,"Fantasy,Thriller",3.1,204,actor,Frank,Ian Mune,1941,\N,"actor,director,writer","tt0088876,tt0118164,tt0120737,tt0104188"
tt2794456,Mirrorvael,Mirrorvael,2013,50,Fantasy,4.8,11,actress,Queen Elmira,Michelle Bayly,\N,\N,"miscellaneous,actress,production_manager","tt12715884,tt1468757,tt2783274,tt2142863"
tt2794572,Eat. Sleep. Repeat.,Eat. Sleep. Repeat.,2013,104,"Comedy,Drama,Fantasy",7.9,7,actor,Skitz,Greg Bell,\N,\N,"actor,composer,producer",tt2794572
tt2794596,El-Cin,El-Cin,2013,106,"Drama,Fantasy,Horror",4.9,2325,actress,\N,Sevinç Erol,\N,\N,"actress,casting_director","tt6756704,tt7431994,tt1523475,tt1534360"
tt2798186,"The Bolshoi Ballet: Live From Moscow - La belle au bois dormant, Ballet en deux actes","The Bolshoi Ballet: Live From Moscow - La belle au bois dormant, Ballet en deux actes",2011,138,"Drama,Fantasy,Music",8.4,11,actor,La Fée Carabosse,Alexey Loparevich,\N,\N,actor,"tt7621178,tt2798230,tt2798186,tt1833537"
tt2798472,Orbs: They Are Among Us,Orbs: They Are Among Us,2013,70,"Fantasy,Horror,Sci-Fi",5.3,46,actor,Wilbur,Patrick G. Keenan,1965,\N,actor,"tt0878804,tt13958270,tt1796960,tt21617152"
tt2798620,Chhota Bheem and the Curse of Damyaan,Chhota Bheem and the Curse of Damyaan,2012,88,"Adventure,Animation,Fantasy",6.1,257,actor,Bheem,Kaustav Ghosh,\N,\N,actor,"tt4570986,tt2798620"
tt2798680,Knight of the Dead,Knight of the Dead,2013,82,"Action,Fantasy,Horror",2.7,627,actor,Bjorn,Dylan Jones,1977,\N,"stunts,miscellaneous,actor","tt3371366,tt0436992,tt6217306,tt1199099"
tt2800340,On the Milky Road,On the Milky Road,2016,125,"Comedy,Drama,Fantasy",6.3,4601,actor,Zaga,Predrag 'Miki' Manojlovic,1950,\N,"actor,director,script_department","tt0118843,tt0114787,tt7791188,tt0808339"
tt2807580,Inside You,Inside You,2017,80,"Comedy,Fantasy,Romance",6.7,79,actress,Stephanie,Heather Fink,1981,\N,"sound_department,director,actress","tt2807580,tt5507424,tt5774544,tt15690894"
tt2818178,When Animals Dream,Når dyrene drømmer,2014,84,"Drama,Fantasy,Horror",5.8,3882,actor,Thor,Lars Mikkelsen,1964,\N,"actor,soundtrack","tt1856010,tt5651032,tt1322315,tt0826760"
tt2818654,Cemetery of Splendor,Rak ti Khon Kaen,2015,122,"Drama,Fantasy,Mystery",6.8,4956,actress,Jenjira,Jenjira Pongpas,\N,\N,"actress,miscellaneous","tt1588895,tt2818654,tt0282628,tt0317171"
tt2819148,Rapunzel Nabunzel,Rapunzel Nabunzel,2014,85,"Comedy,Drama,Fantasy",8.1,18,actress,Charnot (I),Laura Martín,\N,\N,actress,tt2819148
tt2820468,Alison,Alison,2015,60,"Comedy,Drama,Fantasy",5.7,26,actress,Alison,Kendahl Light,\N,\N,"actress,make_up_department","tt5923718,tt2820468,tt6905710,tt10398932"
tt2822810,Azul Magia,Azul Magia,2017,\N,"Drama,Fantasy",7.0,33,actor,Ramon (Teenager),Lewis Castillo,\N,\N,"actor,producer,art_department","tt2979922,tt7329656,tt4773312,tt5648120"
tt2825924,Revelation Road 2: The Sea of Glass and Fire,Revelation Road 2: The Sea of Glass and Fire,2013,90,"Action,Fantasy",4.8,980,actor,Sheriff Jensen,Eric Roberts,1956,\N,"actor,producer,soundtrack","tt1791528,tt0089941,tt1320253,tt0468569"
tt2828996,A Haunted House 2,A Haunted House 2,2014,86,"Comedy,Fantasy,Horror",4.6,22034,actress,Megan,Jaime Pressly,1977,\N,"actress,soundtrack,producer","tt0460091,tt0277371,tt0245686,tt1155056"
tt2830368,Erotic Agent II,Erotic Agent II,2003,82,"Fantasy,Romance",5.1,17,actor,Tam,Lau Man-Tung,\N,\N,actor,tt2830368
tt2831374,Gentlemen Explorers,Gentlemen Explorers,2013,91,Fantasy,4.7,29,actor,The Magician,Darren Kendrick,\N,\N,"actor,producer,stunts","tt0816711,tt0452046,tt0800369,tt7768010"
tt2832470,Dead Snow 2: Red vs. Dead,Død snø 2,2014,100,"Action,Comedy,Fantasy",6.8,25203,actress,Monica,Jocelyn DeBoer,\N,\N,"actress,director,writer","tt7422822,tt2578508,tt7738450,tt2832470"
tt2837694,The Burning Buddha Man,Moeru butsuzô ningen,2013,80,"Animation,Fantasy,Horror",6.4,131,actress,\N,Moeka Haruhi,\N,\N,actress,"tt19844766,tt2837694"
tt2838622,The Legend of Jimi Lazer,The Legend of Jimi Lazer,2013,92,"Adventure,Fantasy",4.8,20,actor,Righty,Elijah Black,\N,\N,"actor,soundtrack,composer","tt2235789,tt1426320,tt1344641,tt2252716"
tt2843344,Back in Crime,L'autre vie de Richard Kemp,2013,102,"Crime,Fantasy,Thriller",6.5,1018,actress,Hélène Batistelli,Mélanie Thierry,1981,\N,"actress,soundtrack","tt9777644,tt2333804,tt0808339,tt0364970"
tt2845790,Dead Man Island,Dead Man Island,2013,106,"Drama,Fantasy,Horror",5.9,17,actor,Glen,Michael Lee,\N,\N,actor,"tt3633658,tt2845790"
tt2848500,Mandorla,Mandorla,2015,90,"Drama,Fantasy",6.6,23,actress,Carrie,Marianne Shine,\N,\N,actress,"tt3216552,tt1315031,tt3393702,tt2334536"
tt2849348,Nuigulumar Z,Nuigurumâ Z,2013,\N,"Action,Comedy,Fantasy",5.5,116,actor,\N,Jiji Bû,\N,\N,actor,"tt2849348,tt1425928,tt2396429,tt1183732"
tt2851954,Wolfskin: Sister of the Wolf Spirits,Wolfskin: Sister of the Wolf Spirits,2013,71,"Animation,Fantasy,Music",6.6,15,actor,\N,Richard Mansfield,\N,\N,"director,writer,producer","tt7201192,tt5867982,tt3122436,tt2951616"
tt2865558,Kiki's Delivery Service,Majo no takkyûbin,2014,108,"Adventure,Comedy,Fantasy",5.7,949,actress,Osono,Machiko Ono,1981,\N,actress,"tt2865558,tt2331143,tt0119687,tt14316810"
tt2867096,Mi rifaccio vivo,Mi rifaccio vivo,2013,109,"Comedy,Fantasy",5.6,414,actor,Dennis Rufino,Emilio Solfrizzi,1962,\N,"actor,writer,director","tt1863370,tt0402755,tt0177073,tt1194600"
tt2872518,The Shack,The Shack,2017,132,"Drama,Fantasy",6.2,36419,actress,Nan Phillips,Radha Mitchell,1973,\N,"actress,producer,director","tt0134847,tt0328107,tt0384537,tt0479528"
tt2879028,The Extraordinary Tale,The Extraordinary Tale of the Times Table,2013,79,"Comedy,Drama,Fantasy",5.2,394,actor,He,Ken Appledorn,1980,\N,"actor,soundtrack,writer","tt2879028,tt1988989,tt7684260,tt2097031"
tt2886714,Maybe Someday,Maybe Someday,2017,108,"Comedy,Drama,Fantasy",8.1,41,actress,Abigail Donnelly,Saige Ryan,1995,\N,"actress,make_up_department","tt2886714,tt0878652,tt0356721,tt0413573"
tt2891774,Shadow Zombie,Shadow Zombie,2013,73,"Drama,Fantasy,Horror",6.4,56,actress,Brandi's Mother,Eva Dorrepaal,1970,\N,"actress,producer","tt5294198,tt13694438,tt6626040,tt1753423"
tt2894416,Dear Dolphin,Hwan-sang-sog-ui geu-dae,2013,110,"Drama,Fantasy",6.4,27,actor,Cha Kyung's father,Hyeok-soo Kwon,\N,\N,actor,"tt10656392,tt10220588,tt13634792,tt4768764"
tt2904444,Dead Moon Circus Part 2,Dead Moon Circus Part 2,2013,81,"Action,Fantasy",6.0,12,actress,VesVes,Hayley Beveridge,\N,\N,"actress,producer,director","tt6671778,tt2904444,tt2201126,tt8874764"
tt2905772,Thou Gild'st the Even,Sen Aydinlatirsin Geceyi,2013,107,"Drama,Fantasy,Romance",7.8,10029,actor,Arda,Alican Akman,\N,\N,"actor,production_manager","tt21047182,tt1831164,tt3296782,tt1018501"
tt2908048,The Son of Raw's the Roman,The Son of Raw's the Roman,2016,90,"Adventure,Fantasy,History",3.2,54,actor,the Roman,Lee Starkey,\N,\N,actor,"tt6965364,tt2908048,tt3715970,tt6909692"
tt2909966,The Neon Dead,Invasion of the Undead,2017,80,"Adventure,Comedy,Fantasy",4.4,219,actress,Allison Hillstead,Marie Barker,\N,\N,actress,"tt2909966,tt3538742"
tt2910888,Alice in Marialand,Alicia en el país de María,2014,88,"Drama,Fantasy,Romance",5.1,127,actor,Tonatiuh,Claudio Lafarga,1979,\N,"actor,miscellaneous,location_management","tt1562228,tt6601072,tt3904944,tt9893062"
tt2910966,Defending Santa,Defending Santa,2013,87,"Drama,Family,Fantasy",5.6,501,actor,Robert Nielson,Gary Hudson,1956,\N,"actor,producer,director","tt0098206,tt0105932,tt4477536,tt0090169"
